Year,Team,W,L,W/L%,PS/G,PA/G,SRS,Playoffs,Losing_season,Finals_Team
2011,Toronto Raptors,22,60,0.268,99.1,105.4,-6.28,N,Y,N
2011,Utah Jazz,39,43,0.476,99.4,101.3,-1.44,N,Y,N
2011,Washington Wizards,23,59,0.28,97.3,104.7,-7.3,N,Y,N
2010,Atlanta Hawks,53,29,0.646,101.7,97,4.44,Y,N,N
2010,Boston Celtics,50,32,0.61,99.2,95.6,3.37,Y,N,Y
2010,Charlotte Bobcats,44,38,0.537,95.3,93.8,1.3,Y,N,N
2010,Chicago Bulls,41,41,0.5,97.5,99.1,-1.64,Y,N,N
2010,Cleveland Cavaliers,61,21,0.744,102.1,95.6,6.17,Y,N,N
2010,Dallas Mavericks,55,27,0.671,102,99.3,2.66,Y,N,N
2010,Denver Nuggets,53,29,0.646,106.5,102.4,4.15,Y,N,N
2010,Detroit Pistons,27,55,0.329,94,99.1,-5.02,N,Y,N
2010,Golden State Warriors,26,56,0.317,108.8,112.4,-3.28,N,Y,N
2010,Houston Rockets,42,40,0.512,102.4,102.7,-0.02,N,N,N
2010,Indiana Pacers,32,50,0.39,100.8,103.8,-3.11,N,Y,N
2010,Los Angeles Clippers,29,53,0.354,95.7,102.1,-6.01,N,Y,N
2010,Los Angeles Lakers,57,25,0.695,101.7,97,4.78,Y,N,Y
2010,Memphis Grizzlies,40,42,0.488,102.5,104,-1.39,N,Y,N
2010,Miami Heat,47,35,0.573,96.5,94.2,1.99,Y,N,N
2010,Milwaukee Bucks,46,36,0.561,97.7,96,1.37,Y,N,N
2010,Minnesota Timberwolves,15,67,0.183,98.2,107.8,-9.06,N,Y,N
2010,Brooklyn Nets,12,70,0.146,92.4,101.5,-8.93,N,Y,N
2010,Charlotte Hornets,37,45,0.451,100.2,102.7,-2.27,N,Y,N
2010,New York Knicks,29,53,0.354,102.1,105.9,-4.01,N,Y,N
2010,Oklahoma City Thunder,50,32,0.61,101.5,98,3.55,Y,N,N
2010,Orlando Magic,59,23,0.72,102.8,95.3,7.12,Y,N,N
2010,Philadelphia 76ers,27,55,0.329,97.7,101.6,-3.93,N,Y,N
2010,Phoenix Suns,54,28,0.659,110.2,105.3,4.67,Y,N,N
2010,Portland Trail Blazers,50,32,0.61,98.1,94.8,3.18,Y,N,N
2010,Sacramento Kings,25,57,0.305,100,104.4,-4.06,N,Y,N
2010,San Antonio Spurs,50,32,0.61,101.4,96.3,5.07,Y,N,N
2010,Toronto Raptors,40,42,0.488,104.1,105.9,-1.83,N,Y,N
2010,Utah Jazz,53,29,0.646,104.2,98.9,5.33,Y,N,N
2010,Washington Wizards,26,56,0.317,96.2,101,-4.72,N,Y,N
2009,Atlanta Hawks,47,35,0.573,98.1,96.5,1.7,Y,N,N
2009,Boston Celtics,62,20,0.756,100.9,93.4,7.44,Y,N,N
2009,Charlotte Bobcats,35,47,0.427,93.6,94.9,-1.2,N,Y,N
2009,Chicago Bulls,41,41,0.5,102.2,102.5,-0.16,Y,N,N
2009,Cleveland Cavaliers,66,16,0.805,100.3,91.4,8.68,Y,N,N
2009,Dallas Mavericks,50,32,0.61,101.7,99.8,1.68,Y,N,N
2009,Denver Nuggets,54,28,0.659,104.3,100.9,3.13,Y,N,N
2009,Detroit Pistons,39,43,0.476,94.2,94.7,-0.36,Y,Y,N
2009,Golden State Warriors,29,53,0.354,108.6,112.3,-3.8,N,Y,N
2009,Houston Rockets,53,29,0.646,98.4,94.4,3.73,Y,N,N
2009,Indiana Pacers,36,46,0.439,105.1,106.2,-0.76,N,Y,N
2009,Los Angeles Clippers,19,63,0.232,95.1,103.9,-8.47,N,Y,N
2009,Los Angeles Lakers,65,17,0.793,106.9,99.3,7.11,Y,N,Y
2009,Memphis Grizzlies,24,58,0.293,93.9,99.3,-5.23,N,Y,N
2009,Miami Heat,43,39,0.524,98.3,98,0.49,Y,N,N
2009,Milwaukee Bucks,34,48,0.415,99.3,100.4,-0.88,N,Y,N
2009,Minnesota Timberwolves,24,58,0.293,97.8,102.7,-4.74,N,Y,N
2009,Brooklyn Nets,34,48,0.415,98.1,100.5,-2.31,N,Y,N
2009,Charlotte Hornets,49,33,0.598,95.8,94.3,1.41,Y,N,N
2009,New York Knicks,32,50,0.39,105.2,107.8,-2.33,N,Y,N
2009,Oklahoma City Thunder,23,59,0.28,97,103.1,-6.04,N,Y,N
2009,Orlando Magic,59,23,0.72,101,94.4,6.48,Y,N,Y
2009,Philadelphia 76ers,41,41,0.5,97.4,97.3,0.16,Y,N,N
2009,Phoenix Suns,46,36,0.561,109.4,107.5,1.62,N,N,N
2009,Portland Trail Blazers,54,28,0.659,99.4,94.1,5,Y,N,N
2009,Sacramento Kings,17,65,0.207,100.6,109.3,-8.6,N,Y,N
2009,San Antonio Spurs,54,28,0.659,97,93.3,3.36,Y,N,N
2009,Toronto Raptors,33,49,0.402,99,101.9,-2.54,N,Y,N
2009,Utah Jazz,48,34,0.585,103.6,100.9,2.31,Y,N,N
2009,Washington Wizards,19,63,0.232,96.1,103.5,-6.98,N,Y,N
2008,Atlanta Hawks,37,45,0.451,98.2,100,-2.23,Y,Y,N
2008,Boston Celtics,66,16,0.805,100.5,90.3,9.3,Y,N,Y
2008,Charlotte Bobcats,32,50,0.39,97.1,101.4,-4.49,N,Y,N
2008,Chicago Bulls,33,49,0.402,97.3,100.4,-3.19,N,Y,N
2008,Cleveland Cavaliers,45,37,0.549,96.4,96.7,-0.53,Y,N,N
2008,Dallas Mavericks,51,31,0.622,100.4,95.9,4.7,Y,N,N
2008,Denver Nuggets,50,32,0.61,110.7,107,3.74,Y,N,N
2008,Detroit Pistons,59,23,0.72,97.5,90.1,6.67,Y,N,N
2008,Golden State Warriors,48,34,0.585,111,108.8,2.38,N,N,N
2008,Houston Rockets,55,27,0.671,96.7,92,4.83,Y,N,N
2008,Indiana Pacers,36,46,0.439,104,105.4,-1.87,N,Y,N
2008,Los Angeles Clippers,23,59,0.28,93.8,101.1,-6.56,N,Y,N
2008,Los Angeles Lakers,57,25,0.695,108.6,101.3,7.34,Y,N,Y
2008,Memphis Grizzlies,22,60,0.268,100.7,106.9,-5.76,N,Y,N
2008,Miami Heat,15,67,0.183,91.4,100,-8.53,N,Y,N
2008,Milwaukee Bucks,26,56,0.317,97,103.9,-6.92,N,Y,N
2008,Minnesota Timberwolves,22,60,0.268,95.6,102.4,-6.26,N,Y,N
2008,Brooklyn Nets,34,48,0.415,95.8,100.9,-5.15,N,Y,N
2008,Charlotte Hornets,56,26,0.683,100.9,95.6,5.46,Y,N,N
2008,New York Knicks,23,59,0.28,96.9,103.5,-6.55,N,Y,N
2008,Orlando Magic,52,30,0.634,104.5,99,4.79,Y,N,N
2008,Philadelphia 76ers,40,42,0.488,96.6,96.2,0.19,Y,Y,N
2008,Phoenix Suns,55,27,0.671,110.1,105,5.14,Y,N,N
2008,Portland Trail Blazers,41,41,0.5,95.4,96.3,-0.52,N,N,N
2008,Sacramento Kings,38,44,0.463,102.5,104.8,-1.86,N,Y,N
2008,San Antonio Spurs,56,26,0.683,95.4,90.6,5.1,Y,N,N
2008,Oklahoma City Thunder,20,62,0.244,97.5,106.3,-8.04,N,Y,N
2008,Toronto Raptors,41,41,0.5,100.2,97.3,2.47,Y,N,N
2008,Utah Jazz,54,28,0.659,106.2,99.3,6.86,Y,N,N
2008,Washington Wizards,43,39,0.524,98.8,99.2,-0.61,Y,N,N
2007,Atlanta Hawks,30,52,0.366,93.7,98.4,-4.86,N,Y,N
2007,Boston Celtics,24,58,0.293,95.8,99.2,-3.7,N,Y,N
2007,Charlotte Bobcats,33,49,0.402,96.9,100.6,-3.97,N,Y,N
2007,Chicago Bulls,49,33,0.598,98.8,93.8,4.52,Y,N,N
2007,Cleveland Cavaliers,50,32,0.61,96.8,92.9,3.33,Y,N,Y
2007,Dallas Mavericks,67,15,0.817,100,92.8,7.28,Y,N,N
2007,Denver Nuggets,45,37,0.549,105.4,103.7,1.69,Y,N,N
2007,Detroit Pistons,53,29,0.646,96,91.8,3.69,Y,N,N
2007,Golden State Warriors,42,40,0.512,106.5,106.9,0,Y,N,N
2007,Houston Rockets,52,30,0.634,97,92.1,5.04,Y,N,N
2007,Indiana Pacers,35,47,0.427,95.6,98,-2.62,N,Y,N
2007,Los Angeles Clippers,40,42,0.488,95.6,96.1,-0.07,N,Y,N
2007,Los Angeles Lakers,42,40,0.512,103.3,103.4,0.24,Y,N,N
2007,Memphis Grizzlies,22,60,0.268,101.6,106.7,-4.44,N,Y,N
2007,Miami Heat,44,38,0.537,94.6,95.5,-1.21,Y,N,N
2007,Milwaukee Bucks,28,54,0.341,99.7,104,-4.43,N,Y,N
2007,Minnesota Timberwolves,32,50,0.39,96.1,99.7,-3.16,N,Y,N
2007,Brooklyn Nets,41,41,0.5,97.6,98.3,-1,Y,N,N
2007,Charlotte Hornets,39,43,0.476,95.5,97.1,-1.19,N,Y,N
2007,New York Knicks,33,49,0.402,97.5,100.3,-3.06,N,Y,N
2007,Orlando Magic,40,42,0.488,94.8,94,0.35,Y,Y,N
2007,Philadelphia 76ers,35,47,0.427,94.9,98,-3.26,N,Y,N
2007,Phoenix Suns,61,21,0.744,110.2,102.9,7.28,Y,N,N
2007,Portland Trail Blazers,32,50,0.39,94.1,98.4,-3.78,N,Y,N
2007,Sacramento Kings,33,49,0.402,101.3,103.1,-1.35,N,Y,N
2007,San Antonio Spurs,58,24,0.707,98.5,90.1,8.35,Y,N,Y
2007,Oklahoma City Thunder,31,51,0.378,99.1,102,-2.45,N,Y,N
2007,Toronto Raptors,47,35,0.573,99.5,98.5,0.61,Y,N,N
2007,Utah Jazz,51,31,0.622,101.5,98.6,3.06,Y,N,N
2007,Washington Wizards,41,41,0.5,104.3,104.9,-0.8,Y,N,N
2006,Atlanta Hawks,26,56,0.317,97.2,102,-4.69,N,Y,N
2006,Boston Celtics,33,49,0.402,98,99.5,-1.59,N,Y,N
2006,Charlotte Bobcats,26,56,0.317,96.9,100.9,-3.9,N,Y,N
2006,Chicago Bulls,41,41,0.5,97.8,97.2,0.51,Y,N,N
2006,Cleveland Cavaliers,50,32,0.61,97.6,95.4,2.17,Y,N,N
2006,Dallas Mavericks,60,22,0.732,99.1,93.1,5.96,Y,N,Y
2006,Denver Nuggets,44,38,0.537,100.3,100.1,0.36,Y,N,N
2006,Detroit Pistons,64,18,0.78,96.8,90.2,6.24,Y,N,N
2006,Golden State Warriors,34,48,0.415,98.5,99.8,-1.11,N,Y,N
2006,Houston Rockets,34,48,0.415,90.1,91.7,-1.3,N,Y,N
2006,Indiana Pacers,41,41,0.5,93.9,92,1.62,Y,N,N
2006,Los Angeles Clippers,47,35,0.573,97.2,95.6,1.75,Y,N,N
2006,Los Angeles Lakers,45,37,0.549,99.4,96.9,2.53,Y,N,N
2006,Memphis Grizzlies,49,33,0.598,92.2,88.5,3.74,Y,N,N
2006,Miami Heat,52,30,0.634,99.9,96,3.59,Y,N,Y
2006,Milwaukee Bucks,40,42,0.488,97.8,98.8,-1.07,Y,Y,N
2006,Minnesota Timberwolves,33,49,0.402,91.7,93.6,-1.75,N,Y,N
2006,Brooklyn Nets,49,33,0.598,93.8,92.4,1.11,Y,N,N
2006,Charlotte Hornets,38,44,0.463,92.8,95.6,-2.51,N,Y,N
2006,New York Knicks,23,59,0.28,95.6,102,-6.3,N,Y,N
2006,Orlando Magic,36,46,0.439,94.9,96,-1.26,N,Y,N
2006,Philadelphia 76ers,38,44,0.463,99.4,101.3,-2.1,N,Y,N
2006,Phoenix Suns,54,28,0.659,108.4,102.8,5.48,Y,N,N
2006,Portland Trail Blazers,21,61,0.256,88.8,98.3,-8.91,N,Y,N
2006,Sacramento Kings,44,38,0.537,98.9,97.3,1.61,Y,N,N
2006,San Antonio Spurs,63,19,0.768,95.6,88.8,6.69,Y,N,N
2006,Oklahoma City Thunder,35,47,0.427,102.6,105.6,-2.88,N,Y,N
2006,Toronto Raptors,27,55,0.329,101.1,104,-3.03,N,Y,N
2006,Utah Jazz,41,41,0.5,92.4,95,-2.49,N,N,N
2006,Washington Wizards,42,40,0.512,101.7,99.8,1.57,Y,N,N
2005,Atlanta Hawks,13,69,0.159,92.7,102.5,-9.62,N,Y,N
2005,Boston Celtics,45,37,0.549,101.3,100.4,0.35,Y,N,N
2005,Charlotte Bobcats,18,64,0.22,94.3,100.2,-6.15,N,Y,N
2005,Chicago Bulls,47,35,0.573,94.5,93.4,0.65,Y,N,N
2005,Cleveland Cavaliers,42,40,0.512,96.5,95.7,0.27,N,N,N
2005,Dallas Mavericks,58,24,0.707,102.5,96.8,5.86,Y,N,N
2005,Denver Nuggets,49,33,0.598,99.5,97.5,2.23,Y,N,N
2005,Detroit Pistons,54,28,0.659,93.3,89.5,3.31,Y,N,Y
2005,Golden State Warriors,34,48,0.415,98.7,100.9,-1.74,N,Y,N
2005,Houston Rockets,51,31,0.622,95.1,91,4.27,Y,N,N
2005,Indiana Pacers,44,38,0.537,93,92.2,0.49,Y,N,N
2005,Los Angeles Clippers,37,45,0.451,95.7,96.5,-0.47,N,Y,N
2005,Los Angeles Lakers,34,48,0.415,98.7,101.7,-2.32,N,Y,N
2005,Memphis Grizzlies,45,37,0.549,93.4,91.1,2.64,Y,N,N
2005,Miami Heat,59,23,0.72,101.5,95,5.77,Y,N,N
2005,Milwaukee Bucks,30,52,0.366,97.2,100.2,-3.09,N,Y,N
2005,Minnesota Timberwolves,44,38,0.537,96.8,95.3,1.73,N,N,N
2005,Brooklyn Nets,42,40,0.512,91.4,92.9,-1.82,Y,N,N
2005,Charlotte Hornets,18,64,0.22,88.4,95.5,-6.3,N,Y,N
2005,New York Knicks,33,49,0.402,97.3,99.7,-2.72,N,Y,N
2005,Orlando Magic,36,46,0.439,99.5,101.8,-2.52,N,Y,N
2005,Philadelphia 76ers,43,39,0.524,99.1,99.9,-1.07,Y,N,N
2005,Phoenix Suns,62,20,0.756,110.4,103.3,7.08,Y,N,N
2005,Portland Trail Blazers,27,55,0.329,92.9,96.9,-3.45,N,Y,N
2005,Sacramento Kings,50,32,0.61,103.7,101.6,2.56,Y,N,N
2005,San Antonio Spurs,59,23,0.72,96.2,88.4,7.84,Y,N,Y
2005,Oklahoma City Thunder,52,30,0.634,98.9,96.6,2.59,Y,N,N
2005,Toronto Raptors,33,49,0.402,99.7,101.4,-1.81,N,Y,N
2005,Utah Jazz,26,56,0.317,93,97.3,-3.74,N,Y,N
2005,Washington Wizards,45,37,0.549,100.5,100.8,-0.71,Y,N,N
2004,Atlanta Hawks,28,54,0.341,92.8,97.5,-5,N,Y,N
2004,Boston Celtics,36,46,0.439,95.3,96.7,-1.99,Y,Y,N
2004,Chicago Bulls,23,59,0.28,89.7,96,-6.69,N,Y,N
2004,Cleveland Cavaliers,35,47,0.427,92.9,95.5,-3.07,N,Y,N
2004,Dallas Mavericks,52,30,0.634,105.2,100.8,4.86,Y,N,N
2004,Denver Nuggets,43,39,0.524,97.2,96.1,1.65,Y,N,N
2004,Detroit Pistons,54,28,0.659,90.1,84.3,5.04,Y,N,Y
2004,Golden State Warriors,37,45,0.451,93.3,94,-0.07,N,Y,N
2004,Houston Rockets,45,37,0.549,89.8,88,2.28,Y,N,N
2004,Indiana Pacers,61,21,0.744,91.4,85.6,4.93,Y,N,N
2004,Los Angeles Clippers,28,54,0.341,94.8,99.4,-3.74,N,Y,N
2004,Los Angeles Lakers,56,26,0.683,98.2,94.3,4.35,Y,N,Y
2004,Memphis Grizzlies,50,32,0.61,96.7,94.3,2.95,Y,N,N
2004,Miami Heat,42,40,0.512,90.3,89.7,-0.13,Y,N,N
2004,Milwaukee Bucks,41,41,0.5,98,97,0.42,Y,N,N
2004,Minnesota Timberwolves,58,24,0.707,94.5,89.1,5.86,Y,N,N
2004,Brooklyn Nets,47,35,0.573,90.3,87.8,1.88,Y,N,N
2004,Charlotte Hornets,41,41,0.5,91.8,91.9,-0.72,Y,N,N
2004,New York Knicks,39,43,0.476,92,93.5,-1.97,Y,Y,N
2004,Orlando Magic,21,61,0.256,94,101.1,-7.25,N,Y,N
2004,Philadelphia 76ers,33,49,0.402,88,90.5,-2.95,N,Y,N
2004,Phoenix Suns,29,53,0.354,94.2,97.9,-2.94,N,Y,N
2004,Portland Trail Blazers,41,41,0.5,90.7,92,-0.58,N,N,N
2004,Sacramento Kings,55,27,0.671,102.8,97.8,5.41,Y,N,N
2004,San Antonio Spurs,57,25,0.695,91.5,84.3,7.51,Y,N,N
2004,Oklahoma City Thunder,37,45,0.451,97.1,97.8,0.02,N,Y,N
2004,Toronto Raptors,33,49,0.402,85.4,88.5,-3.42,N,Y,N
2004,Utah Jazz,42,40,0.512,88.7,89.9,-0.53,N,N,N
2004,Washington Wizards,25,57,0.305,91.8,97.4,-6.12,N,Y,N
2003,Atlanta Hawks,35,47,0.427,94.1,97.6,-3.87,N,Y,N
2003,Boston Celtics,44,38,0.537,92.7,93.1,-0.75,Y,N,N
2003,Chicago Bulls,30,52,0.366,95,100.1,-5.31,N,Y,N
2003,Cleveland Cavaliers,17,65,0.207,91.4,101,-9.59,N,Y,N
2003,Dallas Mavericks,60,22,0.732,103,95.2,7.9,Y,N,N
2003,Denver Nuggets,17,65,0.207,84.2,92.4,-7.41,N,Y,N
2003,Detroit Pistons,50,32,0.61,91.4,87.7,2.97,Y,N,N
2003,Golden State Warriors,38,44,0.463,102.4,103.6,-0.6,N,Y,N
2003,Houston Rockets,43,39,0.524,93.8,92.3,1.89,N,N,N
2003,Indiana Pacers,48,34,0.585,96.8,93.3,2.79,Y,N,N
2003,Los Angeles Clippers,27,55,0.329,93.8,97.9,-3.45,N,Y,N
2003,Los Angeles Lakers,50,32,0.61,100.4,98,2.71,Y,N,N
2003,Memphis Grizzlies,28,54,0.341,97.5,100.7,-2.6,N,Y,N
2003,Miami Heat,25,57,0.305,85.6,90.6,-5.13,N,Y,N
2003,Milwaukee Bucks,42,40,0.512,99.5,99.3,-0.24,Y,N,N
2003,Minnesota Timberwolves,51,31,0.622,98.1,96,2.46,Y,N,N
2003,Brooklyn Nets,49,33,0.598,95.4,90.1,4.42,Y,N,Y
2003,Charlotte Hornets,47,35,0.573,93.9,91.8,1.52,Y,N,N
2003,New York Knicks,37,45,0.451,95.9,97.2,-1.61,N,Y,N
2003,Orlando Magic,42,40,0.512,98.5,98.4,-0.39,Y,N,N
2003,Philadelphia 76ers,48,34,0.585,96.8,94.5,1.76,Y,N,N
2003,Phoenix Suns,44,38,0.537,95.5,94.4,1.57,Y,N,N
2003,Portland Trail Blazers,50,32,0.61,95.2,92.5,2.97,Y,N,N
2003,Sacramento Kings,59,23,0.72,101.7,95.2,6.68,Y,N,N
2003,San Antonio Spurs,60,22,0.732,95.8,90.4,5.65,Y,N,Y
2003,Oklahoma City Thunder,40,42,0.488,92.1,92.3,0.37,N,Y,N
2003,Toronto Raptors,24,58,0.293,90.9,96.8,-6.1,N,Y,N
2003,Utah Jazz,47,35,0.573,94.7,92.3,2.76,Y,N,N
2003,Washington Wizards,37,45,0.451,91.5,92.5,-1.47,N,Y,N
2002,Atlanta Hawks,33,49,0.402,94,98.3,-4.41,N,Y,N
2002,Boston Celtics,49,33,0.598,96.4,94.1,1.75,Y,N,N
2002,Charlotte Hornets,44,38,0.537,93.9,92.9,0.57,Y,N,N
2002,Chicago Bulls,21,61,0.256,89.5,98,-8.52,N,Y,N
2002,Cleveland Cavaliers,29,53,0.354,95.3,98.6,-3.52,N,Y,N
2002,Dallas Mavericks,57,25,0.695,105.2,101,4.41,Y,N,N
2002,Denver Nuggets,27,55,0.329,92.2,98,-5.19,N,Y,N
2002,Detroit Pistons,50,32,0.61,94.3,92.2,1.69,Y,N,N
2002,Golden State Warriors,21,61,0.256,97.7,103.1,-4.8,N,Y,N
2002,Houston Rockets,28,54,0.341,92.3,97.2,-4.31,N,Y,N
2002,Indiana Pacers,42,40,0.512,96.8,96.5,-0.07,Y,N,N
2002,Los Angeles Clippers,39,43,0.476,95.7,96.1,-0.09,N,Y,N
2002,Los Angeles Lakers,58,24,0.707,101.3,94.1,7.15,Y,N,Y
2002,Memphis Grizzlies,23,59,0.28,89.9,97.3,-6.74,N,Y,N
2002,Miami Heat,36,46,0.439,87.2,88.7,-1.84,N,Y,N
2002,Milwaukee Bucks,41,41,0.5,97.5,97.7,-0.62,N,N,N
2002,Minnesota Timberwolves,50,32,0.61,99.3,96,3.58,Y,N,N
2002,Brooklyn Nets,52,30,0.634,96.2,92,3.67,Y,N,Y
2002,New York Knicks,30,52,0.366,91.6,95.6,-4.15,N,Y,N
2002,Orlando Magic,44,38,0.537,100.5,98.9,1.25,Y,N,N
2002,Philadelphia 76ers,43,39,0.524,91,89.4,1.27,Y,N,N
2002,Phoenix Suns,36,46,0.439,95.1,95.8,-0.3,N,Y,N
2002,Portland Trail Blazers,49,33,0.598,96.6,93.7,3.21,Y,N,N
2002,Sacramento Kings,61,21,0.744,104.6,97,7.61,Y,N,N
2002,San Antonio Spurs,58,24,0.707,96.7,90.5,6.28,Y,N,N
2002,Oklahoma City Thunder,45,37,0.549,97.7,94.7,3.24,Y,N,N
2002,Toronto Raptors,42,40,0.512,91.4,91.8,-0.71,Y,N,N
2002,Utah Jazz,44,38,0.537,96,95.1,1.21,Y,N,N
2002,Washington Wizards,37,45,0.451,92.8,94.2,-1.58,N,Y,N
2001,Atlanta Hawks,25,57,0.305,91,96.2,-5.55,N,Y,N
2001,Boston Celtics,36,46,0.439,94.6,96.8,-2.4,N,Y,N
2001,Charlotte Hornets,46,36,0.561,91.9,89.8,1.45,Y,N,N
2001,Chicago Bulls,15,67,0.183,87.6,96.7,-9.09,N,Y,N
2001,Cleveland Cavaliers,30,52,0.366,92.2,96.5,-4.48,N,Y,N
2001,Dallas Mavericks,53,29,0.646,100.5,96.2,4.61,Y,N,N
2001,Denver Nuggets,40,42,0.488,96.6,99,-1.83,N,Y,N
2001,Detroit Pistons,32,50,0.39,95.6,97.3,-2.08,N,Y,N
2001,Golden State Warriors,17,65,0.207,92.5,101.5,-8.11,N,Y,N
2001,Houston Rockets,45,37,0.549,97.2,94.9,2.71,N,N,N
2001,Indiana Pacers,41,41,0.5,92.6,92.8,-0.77,Y,N,N
2001,Los Angeles Clippers,31,51,0.378,92.5,95.3,-2.23,N,Y,N
2001,Los Angeles Lakers,56,26,0.683,100.6,97.2,3.74,Y,N,Y
2001,Miami Heat,50,32,0.61,88.9,86.6,1.73,Y,N,N
2001,Milwaukee Bucks,52,30,0.634,100.7,96.9,3.14,Y,N,N
2001,Minnesota Timberwolves,47,35,0.573,97.3,96,1.81,Y,N,N
2001,Brooklyn Nets,26,56,0.317,92.1,97.1,-5.3,N,Y,N
2001,New York Knicks,48,34,0.585,88.7,86.1,1.98,Y,N,N
2001,Orlando Magic,43,39,0.524,97.5,96.5,0.39,Y,N,N
2001,Philadelphia 76ers,56,26,0.683,94.7,90.4,3.64,Y,N,Y
2001,Phoenix Suns,51,31,0.622,94,91.8,2.63,Y,N,N
2001,Portland Trail Blazers,50,32,0.61,95.4,91.2,4.52,Y,N,N
2001,Sacramento Kings,55,27,0.671,101.7,95.9,6.07,Y,N,N
2001,San Antonio Spurs,58,24,0.707,96.2,88.4,7.92,Y,N,N
2001,Oklahoma City Thunder,44,38,0.537,97.3,97.3,0.55,N,N,N
2001,Toronto Raptors,47,35,0.573,97.6,95.4,1.69,Y,N,N
2001,Utah Jazz,53,29,0.646,97.1,92.4,5,Y,N,N
2001,Vancouver Grizzlies,23,59,0.28,91.7,97.5,-4.94,N,Y,N
2001,Washington Wizards,19,63,0.232,93.2,99.9,-6.75,N,Y,N
2000,Atlanta Hawks,28,54,0.341,94.3,99.7,-5.41,N,Y,N
2000,Boston Celtics,35,47,0.427,99.3,100.1,-1,N,Y,N
2000,Charlotte Hornets,49,33,0.598,98.4,95.8,2.33,Y,N,N
2000,Chicago Bulls,17,65,0.207,84.8,94.2,-9.23,N,Y,N
2000,Cleveland Cavaliers,32,50,0.39,97,100.5,-3.64,N,Y,N
