Year,Team,W,L,W/L%,PS/G,PA/G,SRS,Playoffs,Losing_season,Finals_Team
2000,Dallas Mavericks,40,42,0.488,101.4,102,-0.29,N,Y,N
2000,Denver Nuggets,35,47,0.427,99,101.1,-1.76,N,Y,N
2000,Detroit Pistons,42,40,0.512,103.5,102,1.13,Y,N,N
2000,Golden State Warriors,19,63,0.232,95.5,103.8,-7.63,N,Y,N
2000,Houston Rockets,34,48,0.415,99.5,100.3,-0.57,N,Y,N
2000,Indiana Pacers,56,26,0.683,101.3,96.7,4.15,Y,N,Y
2000,Los Angeles Clippers,15,67,0.183,92,103.5,-10.73,N,Y,N
2000,Los Angeles Lakers,67,15,0.817,100.8,92.3,8.41,Y,N,Y
2000,Miami Heat,52,30,0.634,94.4,91.3,2.75,Y,N,N
2000,Milwaukee Bucks,42,40,0.512,101.2,101,-0.06,Y,N,N
2000,Minnesota Timberwolves,50,32,0.61,98.5,96,2.67,Y,N,N
2000,Brooklyn Nets,31,51,0.378,98,99,-1.18,N,Y,N
2000,New York Knicks,50,32,0.61,92.1,90.7,1.3,Y,N,N
2000,Orlando Magic,41,41,0.5,100.1,99.4,0.43,N,N,N
2000,Philadelphia 76ers,49,33,0.598,94.8,93.4,1.02,Y,N,N
2000,Phoenix Suns,53,29,0.646,98.9,93.7,5.24,Y,N,N
2000,Portland Trail Blazers,59,23,0.72,97.5,91,6.36,Y,N,N
2000,Sacramento Kings,44,38,0.537,105,102,3.04,Y,N,N
2000,San Antonio Spurs,53,29,0.646,96.2,90.2,5.92,Y,N,N
2000,Oklahoma City Thunder,45,37,0.549,99.1,98.1,1.17,Y,N,N
2000,Toronto Raptors,45,37,0.549,97.2,97.3,-0.46,Y,N,N
2000,Utah Jazz,55,27,0.671,96.5,92,4.52,Y,N,N
2000,Vancouver Grizzlies,22,60,0.268,93.9,99.5,-5.1,N,Y,N
2000,Washington Wizards,29,53,0.354,96.6,99.9,-3.47,N,Y,N
1999,Atlanta Hawks,31,19,0.62,86.3,83.4,2.82,Y,N,N
1999,Boston Celtics,19,31,0.38,93,94.9,-1.75,N,Y,N
1999,Charlotte Hornets,26,24,0.52,92.9,93,0.63,N,N,N
1999,Chicago Bulls,13,37,0.26,81.9,91.4,-8.58,N,Y,N
1999,Cleveland Cavaliers,22,28,0.44,86.4,88.2,-0.94,N,Y,N
1999,Dallas Mavericks,19,31,0.38,91.6,94,-2.5,N,Y,N
1999,Denver Nuggets,14,36,0.28,93.5,100.1,-6.67,N,Y,N
1999,Detroit Pistons,29,21,0.58,90.4,86.9,3.97,Y,N,N
1999,Golden State Warriors,21,29,0.42,88.3,90.8,-2.63,N,Y,N
1999,Houston Rockets,31,19,0.62,94.2,91.9,1.39,Y,N,N
1999,Indiana Pacers,33,17,0.66,94.7,90.9,3.86,Y,N,N
1999,Los Angeles Clippers,9,41,0.18,90.4,99.2,-8.94,N,Y,N
1999,Los Angeles Lakers,31,19,0.62,99,96,2.68,Y,N,N
1999,Miami Heat,33,17,0.66,89,84,5.11,Y,N,N
1999,Milwaukee Bucks,28,22,0.56,91.7,90,1.66,Y,N,N
1999,Minnesota Timberwolves,25,25,0.5,92.9,92.6,-0.17,Y,N,N
1999,Brooklyn Nets,16,34,0.32,91.4,95.2,-3.2,N,Y,N
1999,New York Knicks,27,23,0.54,86.4,85.4,1.45,Y,N,Y
1999,Orlando Magic,33,17,0.66,89.5,86.9,3.11,Y,N,N
1999,Philadelphia 76ers,28,22,0.56,89.7,87.6,2.56,Y,N,N
1999,Phoenix Suns,27,23,0.54,95.6,93.3,2.15,Y,N,N
1999,Portland Trail Blazers,35,15,0.7,94.8,88.5,5.67,Y,N,N
1999,Sacramento Kings,27,23,0.54,100.2,100.6,-0.89,Y,N,N
1999,San Antonio Spurs,37,13,0.74,92.8,84.7,7.12,Y,N,Y
1999,Oklahoma City Thunder,25,25,0.5,94.9,95.9,-1.43,N,N,N
1999,Toronto Raptors,23,27,0.46,91.1,92.8,-1.32,N,Y,N
1999,Utah Jazz,37,13,0.74,93.3,86.8,5.54,Y,N,N
1999,Vancouver Grizzlies,8,42,0.16,88.9,97.5,-8.94,N,Y,N
1999,Washington Wizards,18,32,0.36,91.2,93.4,-1.75,N,Y,N
1998,Atlanta Hawks,50,32,0.61,95.9,92.3,3.85,Y,N,N
1998,Boston Celtics,36,46,0.439,95.9,98.5,-1.96,N,Y,N
1998,Charlotte Hornets,51,31,0.622,96.6,94.6,2.45,Y,N,N
1998,Chicago Bulls,62,20,0.756,96.7,89.6,7.24,Y,N,Y
1998,Cleveland Cavaliers,47,35,0.573,92.5,89.8,3.06,Y,N,N
1998,Dallas Mavericks,20,62,0.244,91.4,97.5,-6.33,N,Y,N
1998,Denver Nuggets,11,71,0.134,89,100.8,-11.74,N,Y,N
1998,Detroit Pistons,37,45,0.451,94.2,92.6,1.95,N,Y,N
1998,Golden State Warriors,19,63,0.232,88.3,97.4,-9.2,N,Y,N
1998,Houston Rockets,41,41,0.5,98.8,99.5,-1.23,Y,N,N
1998,Indiana Pacers,58,24,0.707,96,89.9,6.25,Y,N,N
1998,Los Angeles Clippers,17,65,0.207,95.9,103.3,-7.53,N,Y,N
1998,Los Angeles Lakers,61,21,0.744,105.5,97.8,6.88,Y,N,N
1998,Miami Heat,55,27,0.671,95,90,5.09,Y,N,N
1998,Milwaukee Bucks,36,46,0.439,94.5,96.4,-1.33,N,Y,N
1998,Minnesota Timberwolves,45,37,0.549,101.1,100.4,0.17,Y,N,N
1998,Brooklyn Nets,43,39,0.524,99.6,98.1,1.88,Y,N,N
1998,New York Knicks,43,39,0.524,91.6,89.1,2.74,Y,N,N
1998,Orlando Magic,41,41,0.5,90.1,91.2,-0.53,N,N,N
1998,Philadelphia 76ers,31,51,0.378,93.3,95.7,-1.89,N,Y,N
1998,Phoenix Suns,56,26,0.683,99.6,94.4,4.44,Y,N,N
1998,Portland Trail Blazers,46,36,0.561,94.3,92.9,0.83,Y,N,N
1998,Sacramento Kings,27,55,0.329,93.1,98.7,-5.83,N,Y,N
1998,San Antonio Spurs,56,26,0.683,92.5,88.5,3.3,Y,N,N
1998,Oklahoma City Thunder,61,21,0.744,100.6,93.4,6.33,Y,N,N
1998,Toronto Raptors,16,66,0.195,94.9,104.2,-8.33,N,Y,N
1998,Utah Jazz,62,20,0.756,101,94.4,5.73,Y,N,Y
1998,Vancouver Grizzlies,19,63,0.232,96.6,103.9,-7.47,N,Y,N
1998,Washington Wizards,42,40,0.512,97.2,96.6,1.11,N,N,N
1997,Atlanta Hawks,56,26,0.683,94.8,89.4,5.52,Y,N,N
1997,Boston Celtics,15,67,0.183,100.6,107.9,-6.62,N,Y,N
1997,Charlotte Hornets,54,28,0.659,98.9,97,2.13,Y,N,N
1997,Chicago Bulls,69,13,0.841,103.1,92.3,10.7,Y,N,Y
1997,Cleveland Cavaliers,42,40,0.512,87.5,85.6,2.32,N,N,N
1997,Dallas Mavericks,24,58,0.293,90.6,97,-6.47,N,Y,N
1997,Denver Nuggets,21,61,0.256,97.8,104.1,-6.4,N,Y,N
1997,Detroit Pistons,54,28,0.659,94.2,88.9,5.45,Y,N,N
1997,Golden State Warriors,30,52,0.366,99.6,104.4,-4.9,N,Y,N
1997,Houston Rockets,57,25,0.695,100.6,96.1,3.85,Y,N,N
1997,Indiana Pacers,39,43,0.476,95.4,94.4,1.49,N,Y,N
1997,Los Angeles Clippers,36,46,0.439,97.2,99.5,-2.66,Y,Y,N
1997,Los Angeles Lakers,56,26,0.683,100,95.7,3.66,Y,N,N
1997,Miami Heat,61,21,0.744,94.8,89.3,5.56,Y,N,N
1997,Milwaukee Bucks,33,49,0.402,95.3,97.2,-1.38,N,Y,N
1997,Minnesota Timberwolves,40,42,0.488,96.1,97.6,-1.82,Y,Y,N
1997,Brooklyn Nets,26,56,0.317,97.2,101.8,-3.89,N,Y,N
1997,New York Knicks,57,25,0.695,95.4,92.2,3.31,Y,N,N
1997,Orlando Magic,45,37,0.549,94.1,94.5,-0.07,Y,N,N
1997,Philadelphia 76ers,22,60,0.268,100.2,106.7,-5.89,N,Y,N
1997,Phoenix Suns,40,42,0.488,102.8,102.2,0.21,Y,Y,N
1997,Portland Trail Blazers,49,33,0.598,99,94.8,3.56,Y,N,N
1997,Sacramento Kings,34,48,0.415,96.4,99.8,-3.64,N,Y,N
1997,San Antonio Spurs,20,62,0.244,90.5,98.3,-7.93,N,Y,N
1997,Oklahoma City Thunder,57,25,0.695,100.9,93.2,6.91,Y,N,N
1997,Toronto Raptors,30,52,0.366,95.5,98.6,-2.56,N,Y,N
1997,Utah Jazz,64,18,0.78,103.1,94.3,7.97,Y,N,Y
1997,Vancouver Grizzlies,14,68,0.171,89.2,99.4,-10.17,N,Y,N
1997,Washington Bullets,44,38,0.537,99.4,97.7,1.77,Y,N,N
1996,Atlanta Hawks,46,36,0.561,98.3,97.1,1.29,Y,N,N
1996,Boston Celtics,33,49,0.402,103.6,107,-3.37,N,Y,N
1996,Charlotte Hornets,41,41,0.5,102.8,103.4,-0.48,N,N,N
1996,Chicago Bulls,72,10,0.878,105.2,92.9,11.8,Y,N,Y
1996,Cleveland Cavaliers,47,35,0.573,91.1,88.5,2.49,Y,N,N
1996,Dallas Mavericks,26,56,0.317,102.5,107.5,-4.71,N,Y,N
1996,Denver Nuggets,35,47,0.427,97.7,100.4,-2.62,N,Y,N
1996,Detroit Pistons,46,36,0.561,95.4,92.9,2.45,Y,N,N
1996,Golden State Warriors,36,46,0.439,101.6,103.1,-1.42,N,Y,N
1996,Houston Rockets,48,34,0.585,102.5,100.7,1.63,Y,N,N
1996,Indiana Pacers,52,30,0.634,99.3,96.1,3.11,Y,N,N
1996,Los Angeles Clippers,29,53,0.354,99.4,103,-3.46,N,Y,N
1996,Los Angeles Lakers,53,29,0.646,102.9,98.5,4.21,Y,N,N
1996,Miami Heat,42,40,0.512,96.5,95,1.46,Y,N,N
1996,Milwaukee Bucks,25,57,0.305,95.6,100.9,-4.92,N,Y,N
1996,Minnesota Timberwolves,26,56,0.317,97.9,103.2,-5.14,N,Y,N
1996,Brooklyn Nets,30,52,0.366,93.7,97.9,-4.14,N,Y,N
1996,New York Knicks,47,35,0.573,97.2,94.9,2.24,Y,N,N
1996,Orlando Magic,60,22,0.732,104.5,99,5.4,Y,N,N
1996,Philadelphia 76ers,18,64,0.22,94.5,104.5,-9.45,N,Y,N
1996,Phoenix Suns,41,41,0.5,104.3,104,0.28,Y,N,N
1996,Portland Trail Blazers,44,38,0.537,99.3,97,2.21,Y,N,N
1996,Sacramento Kings,39,43,0.476,99.5,102.3,-2.62,Y,Y,N
1996,San Antonio Spurs,59,23,0.72,103.4,97.1,5.98,Y,N,N
1996,Oklahoma City Thunder,64,18,0.78,104.5,96.7,7.4,Y,N,Y
1996,Toronto Raptors,21,61,0.256,97.5,105,-7.2,N,Y,N
1996,Utah Jazz,55,27,0.671,102.5,95.9,6.25,Y,N,N
1996,Vancouver Grizzlies,15,67,0.183,89.8,99.8,-9.55,N,Y,N
1996,Washington Bullets,39,43,0.476,102.5,101.5,0.99,N,Y,N
1995,Atlanta Hawks,42,40,0.512,96.6,95.3,1.06,Y,N,N
1995,Boston Celtics,35,47,0.427,102.8,104.7,-1.92,Y,Y,N
1995,Charlotte Hornets,50,32,0.61,100.6,97.3,2.87,Y,N,N
1995,Chicago Bulls,47,35,0.573,101.5,96.7,4.32,Y,N,N
1995,Cleveland Cavaliers,43,39,0.524,90.5,89.8,0.55,Y,N,N
1995,Dallas Mavericks,36,46,0.439,103.2,106.1,-2.39,N,Y,N
1995,Denver Nuggets,41,41,0.5,101.3,100.5,0.96,Y,N,N
1995,Detroit Pistons,28,54,0.341,98.2,105.5,-7.08,N,Y,N
1995,Golden State Warriors,26,56,0.317,105.7,111.1,-4.9,N,Y,N
1995,Houston Rockets,47,35,0.573,103.5,101.4,2.32,Y,N,Y
1995,Indiana Pacers,52,30,0.634,99.2,95.5,3.35,Y,N,N
1995,Los Angeles Clippers,17,65,0.207,96.7,105.8,-8.43,N,Y,N
1995,Los Angeles Lakers,48,34,0.585,105.1,105.3,-0.01,Y,N,N
1995,Miami Heat,32,50,0.39,101.1,102.8,-1.85,N,Y,N
1995,Milwaukee Bucks,34,48,0.415,99.3,103.7,-4.3,N,Y,N
1995,Minnesota Timberwolves,21,61,0.256,94.2,103.2,-8.22,N,Y,N
1995,Brooklyn Nets,30,52,0.366,98.1,101.2,-3.28,N,Y,N
1995,New York Knicks,55,27,0.671,98.2,95.1,2.78,Y,N,N
1995,Orlando Magic,57,25,0.695,110.9,103.8,6.44,Y,N,Y
1995,Philadelphia 76ers,24,58,0.293,95.4,100.4,-5.06,N,Y,N
1995,Phoenix Suns,59,23,0.72,110.6,106.8,3.86,Y,N,N
1995,Portland Trail Blazers,44,38,0.537,103.1,99.2,3.8,Y,N,N
1995,Sacramento Kings,39,43,0.476,98.2,99.2,-0.74,N,Y,N
1995,San Antonio Spurs,62,20,0.756,106.6,100.6,5.9,Y,N,N
1995,Oklahoma City Thunder,57,25,0.695,110.4,102.2,7.91,Y,N,N
1995,Utah Jazz,60,22,0.732,106.4,98.4,7.76,Y,N,N
1995,Washington Bullets,21,61,0.256,100.5,106.1,-5.56,N,Y,N
1994,Atlanta Hawks,57,25,0.695,101.4,96.2,4.94,Y,N,N
1994,Boston Celtics,32,50,0.39,100.8,105.1,-4.28,N,Y,N
1994,Charlotte Hornets,41,41,0.5,106.5,106.7,-0.23,N,N,N
1994,Chicago Bulls,55,27,0.671,98,94.9,2.87,Y,N,N
1994,Cleveland Cavaliers,47,35,0.573,101.2,97.1,3.64,Y,N,N
1994,Dallas Mavericks,13,69,0.159,95.1,103.8,-8.19,N,Y,N
1994,Denver Nuggets,42,40,0.512,100.3,98.8,1.54,Y,N,N
1994,Detroit Pistons,20,62,0.244,96.9,104.7,-7.46,N,Y,N
1994,Golden State Warriors,50,32,0.61,107.9,106.1,1.76,Y,N,N
1994,Houston Rockets,58,24,0.707,101.1,96.8,4.19,Y,N,Y
1994,Indiana Pacers,47,35,0.573,101,97.5,3.26,Y,N,N
1994,Los Angeles Clippers,27,55,0.329,103,108.7,-5.28,N,Y,N
1994,Los Angeles Lakers,33,49,0.402,100.4,104.7,-3.93,N,Y,N
1994,Miami Heat,42,40,0.512,103.4,100.7,2.4,Y,N,N
1994,Milwaukee Bucks,20,62,0.244,96.9,103.4,-6.24,N,Y,N
1994,Minnesota Timberwolves,20,62,0.244,96.7,103.6,-6.55,N,Y,N
1994,Brooklyn Nets,45,37,0.549,103.2,101,2.11,Y,N,N
1994,New York Knicks,57,25,0.695,98.5,91.5,6.48,Y,N,Y
1994,Orlando Magic,50,32,0.61,105.7,101.8,3.68,Y,N,N
1994,Philadelphia 76ers,25,57,0.305,98,105.6,-7.37,N,Y,N
1994,Phoenix Suns,56,26,0.683,108.2,103.4,4.68,Y,N,N
1994,Portland Trail Blazers,47,35,0.573,107.3,104.6,2.6,Y,N,N
1994,Sacramento Kings,28,54,0.341,101.1,106.9,-5.32,N,Y,N
1994,San Antonio Spurs,55,27,0.671,100,94.8,5.05,Y,N,N
1994,Oklahoma City Thunder,63,19,0.768,105.9,96.9,8.68,Y,N,N
1994,Utah Jazz,53,29,0.646,101.9,97.7,4.1,Y,N,N
1994,Washington Bullets,24,58,0.293,100.4,107.7,-7.13,N,Y,N
1993,Atlanta Hawks,43,39,0.524,107.5,108.4,-0.67,Y,N,N
1993,Boston Celtics,48,34,0.585,103.7,102.8,0.93,Y,N,N
1993,Charlotte Hornets,44,38,0.537,110.1,110.4,-0.02,Y,N,N
1993,Chicago Bulls,57,25,0.695,105.2,98.9,6.19,Y,N,Y
1993,Cleveland Cavaliers,54,28,0.659,107.7,101.3,6.3,Y,N,N
1993,Dallas Mavericks,11,71,0.134,99.3,114.5,-14.68,N,Y,N
1993,Denver Nuggets,36,46,0.439,105.2,106.9,-2.14,N,Y,N
1993,Detroit Pistons,40,42,0.488,100.6,102,-1.1,N,Y,N
1993,Golden State Warriors,34,48,0.415,109.9,110.9,-0.94,N,Y,N
1993,Houston Rockets,55,27,0.671,104,99.8,3.57,Y,N,N
1993,Indiana Pacers,41,41,0.5,107.8,106.1,1.77,Y,N,N
1993,Los Angeles Clippers,41,41,0.5,107.1,106.8,0.33,Y,N,N
1993,Los Angeles Lakers,39,43,0.476,104.2,105.5,-1.2,Y,Y,N
1993,Miami Heat,36,46,0.439,103.6,104.7,-0.93,N,Y,N
1993,Milwaukee Bucks,28,54,0.341,102.3,106.1,-3.26,N,Y,N
1993,Minnesota Timberwolves,19,63,0.232,98.1,105.9,-7.62,N,Y,N
1993,Brooklyn Nets,43,39,0.524,102.8,101.6,1.2,Y,N,N
1993,New York Knicks,60,22,0.732,101.6,95.4,5.87,Y,N,N
1993,Orlando Magic,41,41,0.5,105.5,104.2,1.35,N,N,N
1993,Philadelphia 76ers,26,56,0.317,104.3,110.1,-5.25,N,Y,N
1993,Phoenix Suns,62,20,0.756,113.4,106.7,6.27,Y,N,Y
1993,Portland Trail Blazers,51,31,0.622,108.5,105.4,2.92,Y,N,N
1993,Sacramento Kings,25,57,0.305,107.9,111.1,-3,N,Y,N
1993,San Antonio Spurs,49,33,0.598,105.5,102.8,2.21,Y,N,N
1993,Oklahoma City Thunder,55,27,0.671,108.3,101.3,6.66,Y,N,N
1993,Utah Jazz,47,35,0.573,106.2,104,1.74,Y,N,N
1993,Washington Bullets,22,60,0.268,101.9,108.9,-6.49,N,Y,N
1992,Atlanta Hawks,38,44,0.463,106.2,107.7,-1.15,N,Y,N
1992,Boston Celtics,51,31,0.622,106.6,103,3.41,Y,N,N
1992,Charlotte Hornets,31,51,0.378,109.5,113.4,-3.57,N,Y,N
1992,Chicago Bulls,67,15,0.817,109.9,99.5,10.07,Y,N,Y
1992,Cleveland Cavaliers,57,25,0.695,108.9,103.4,5.34,Y,N,N
1992,Dallas Mavericks,22,60,0.268,97.6,105.3,-7.47,N,Y,N
1992,Denver Nuggets,24,58,0.293,99.7,107.6,-7.59,N,Y,N
1992,Detroit Pistons,48,34,0.585,98.9,96.9,2.06,Y,N,N
1992,Golden State Warriors,55,27,0.671,118.7,114.8,3.77,Y,N,N
1992,Houston Rockets,42,40,0.512,102,103.7,-1.94,N,N,N
1992,Indiana Pacers,40,42,0.488,112.2,110.3,1.85,Y,Y,N
1992,Los Angeles Clippers,45,37,0.549,102.9,101.9,1.1,Y,N,N
1992,Los Angeles Lakers,43,39,0.524,100.4,101.5,-0.95,Y,N,N
1992,Miami Heat,38,44,0.463,105,109.2,-3.94,Y,Y,N
1992,Milwaukee Bucks,31,51,0.378,105,106.7,-1.46,N,Y,N
1992,Minnesota Timberwolves,15,67,0.183,100.5,107.5,-6.85,N,Y,N
1992,Brooklyn Nets,40,42,0.488,105.4,107.1,-1.54,Y,Y,N
1992,New York Knicks,51,31,0.622,101.6,97.7,3.67,Y,N,N
1992,Orlando Magic,21,61,0.256,101.6,108.5,-6.52,N,Y,N
1992,Philadelphia 76ers,35,47,0.427,101.9,103.2,-1.34,N,Y,N
1992,Phoenix Suns,53,29,0.646,112.1,106.2,5.68,Y,N,N
1992,Portland Trail Blazers,57,25,0.695,111.4,104.1,6.94,Y,N,Y
1992,Sacramento Kings,29,53,0.354,104.3,110.3,-5.63,N,Y,N
1992,San Antonio Spurs,47,35,0.573,104,100.6,2.81,Y,N,N
1992,Oklahoma City Thunder,47,35,0.573,106.5,104.7,1.86,Y,N,N
1992,Utah Jazz,55,27,0.671,108.3,101.9,5.7,Y,N,N
1992,Washington Bullets,25,57,0.305,102.4,106.8,-4.35,N,Y,N
1991,Atlanta Hawks,43,39,0.524,109.8,109,0.72,Y,N,N
1991,Boston Celtics,56,26,0.683,111.5,105.7,5.22,Y,N,N
1991,Charlotte Hornets,26,56,0.317,102.8,108,-4.95,N,Y,N
1991,Chicago Bulls,61,21,0.744,110,101,8.57,Y,N,Y
1991,Cleveland Cavaliers,33,49,0.402,101.7,104.2,-2.33,N,Y,N
1991,Dallas Mavericks,28,54,0.341,99.9,104.5,-4.27,N,Y,N
1991,Denver Nuggets,20,62,0.244,119.9,130.8,-10.31,N,Y,N
1991,Detroit Pistons,50,32,0.61,100.1,96.8,3.08,Y,N,N
1991,Golden State Warriors,44,38,0.537,116.6,115,1.72,Y,N,N
1991,Houston Rockets,52,30,0.634,106.7,103.2,3.27,Y,N,N
1991,Indiana Pacers,41,41,0.5,111.7,112.1,-0.37,Y,N,N
1991,Los Angeles Clippers,31,51,0.378,103.5,107,-3.16,N,Y,N
1991,Los Angeles Lakers,58,24,0.707,106.3,99.6,6.73,Y,N,Y
1991,Miami Heat,24,58,0.293,101.8,107.8,-5.91,N,Y,N
1991,Milwaukee Bucks,48,34,0.585,106.4,104,2.33,Y,N,N
1991,Minnesota Timberwolves,29,53,0.354,99.6,103.5,-3.75,N,Y,N
1991,Brooklyn Nets,26,56,0.317,102.9,107.5,-4.53,N,Y,N
1991,New York Knicks,39,43,0.476,103.1,103.3,-0.43,Y,Y,N
1991,Orlando Magic,31,51,0.378,105.9,109.9,-3.79,N,Y,N
1991,Philadelphia 76ers,44,38,0.537,105.4,105.6,-0.39,Y,N,N
1991,Phoenix Suns,55,27,0.671,114,107.5,6.49,Y,N,N
1991,Portland Trail Blazers,63,19,0.768,114.7,106,8.47,Y,N,N
1991,Sacramento Kings,25,57,0.305,96.7,103.5,-6.27,N,Y,N
1991,San Antonio Spurs,55,27,0.671,107.1,102.6,4.3,Y,N,N
1991,Oklahoma City Thunder,41,41,0.5,106.6,105.4,1.31,Y,N,N
1991,Utah Jazz,54,28,0.659,104,100.7,3.18,Y,N,N
1991,Washington Bullets,30,52,0.366,101.4,106.4,-4.84,N,Y,N
1990,Atlanta Hawks,41,41,0.5,108.5,107.5,0.64,N,N,N
1990,Boston Celtics,52,30,0.634,110,106,3.23,Y,N,N
1990,Charlotte Hornets,19,63,0.232,100.4,108.2,-7,N,Y,N
1990,Chicago Bulls,55,27,0.671,109.5,106.2,2.74,Y,N,N
1990,Cleveland Cavaliers,42,40,0.512,102.6,102.9,-0.62,Y,N,N
1990,Dallas Mavericks,47,35,0.573,102.2,102.2,0.42,Y,N,N
1990,Denver Nuggets,43,39,0.524,114.6,113.2,1.56,Y,N,N
1990,Detroit Pistons,59,23,0.72,104.3,98.3,5.41,Y,N,Y
1990,Golden State Warriors,37,45,0.451,116.3,119.4,-2.55,N,Y,N
1990,Houston Rockets,41,41,0.5,106.7,105.3,1.71,Y,N,N
1990,Indiana Pacers,42,40,0.512,109.3,109.1,-0.18,Y,N,N
1990,Los Angeles Clippers,30,52,0.366,103.8,107.2,-2.8,N,Y,N
1990,Los Angeles Lakers,63,19,0.768,110.7,103.9,6.74,Y,N,N
1990,Miami Heat,18,64,0.22,100.6,110.3,-9.59,N,Y,N
1990,Milwaukee Bucks,44,38,0.537,106,106.8,-1.06,Y,N,N
1990,Minnesota Timberwolves,22,60,0.268,95.2,99.4,-3.6,N,Y,N
1990,Brooklyn Nets,17,65,0.207,100.1,108,-7.82,N,Y,N
1990,New York Knicks,45,37,0.549,108.3,106.9,0.78,Y,N,N
1990,Orlando Magic,18,64,0.22,110.9,119.8,-8.73,N,Y,N
1990,Philadelphia 76ers,53,29,0.646,110.2,105.2,4.23,Y,N,N
1990,Phoenix Suns,54,28,0.659,114.9,107.8,7.09,Y,N,N
1990,Portland Trail Blazers,59,23,0.72,114.2,107.9,6.48,Y,N,Y
1990,Sacramento Kings,23,59,0.28,101.7,106.8,-4.41,N,Y,N
1990,San Antonio Spurs,56,26,0.683,106.3,102.8,3.58,Y,N,N
1990,Oklahoma City Thunder,41,41,0.5,106.9,105.9,1.4,N,N,N
1990,Utah Jazz,55,27,0.671,106.8,102,4.82,Y,N,N
1990,Washington Bullets,31,51,0.378,107.7,109.9,-2.43,N,Y,N
